idx,tactile_timestamp,arm_joint_pos,hand_curr_joint_pos,hand_target_joint_pos
10,1708577551.2816114,"[ 1.43570441e-04 -1.47341536e-03 -5.25070136e-04 -9.17982670e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80702937e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
11,1708577551.4117277,"[ 1.43570441e-04 -1.47601172e-03 -5.25070136e-04 -9.18842868e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80702937e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
12,1708577551.5217118,"[ 1.43570441e-04 -1.47912735e-03 -5.25070136e-04 -9.19703066e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
13,1708577551.6604974,"[ 1.43570441e-04 -1.48328152e-03 -5.25685718e-04 -9.20563264e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  7.66990380e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
14,1708577551.789446,"[ 1.44118738e-04 -1.48535860e-03 -5.25070136e-04 -9.21423462e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
15,1708577551.9101415,"[ 1.43570441e-04 -1.48951278e-03 -5.25070136e-04 -9.22283660e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
16,1708577552.139036,"[ 1.43570441e-04 -1.49366695e-03 -5.25070136e-04 -9.23143858e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
17,1708577552.2779858,"[ 1.43570441e-04 -1.49626331e-03 -5.25070136e-04 -9.24004056e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
18,1708577552.3947878,"[ 1.43570441e-04 -1.49885966e-03 -5.25070136e-04 -9.24864254e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
19,1708577552.5512705,"[ 1.43570441e-04 -1.50093675e-03 -5.25070136e-04 -9.25724452e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.14757305e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
20,1708577552.6890397,"[ 1.43570441e-04 -1.50457165e-03 -5.25070136e-04 -9.26584650e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.30097119e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
21,1708577552.9405937,"[ 1.43570441e-04 -1.50768728e-03 -5.24454553e-04 -9.27444848e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
22,1708577553.0640302,"[ 1.44118738e-04 -1.50976437e-03 -5.24454553e-04 -9.28305046e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
23,1708577553.1757665,"[ 1.44118738e-04 -1.51132218e-03 -5.25070136e-04 -9.28305046e-04
 -1.57001741e+00 -2.48369189e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.32582587e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
24,1708577553.279115,"[ 1.44118738e-04 -1.51391854e-03 -5.25070136e-04 -9.30025442e-04
 -1.57001741e+00 -2.48369189e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
25,1708577553.4269574,"[ 1.44118738e-04 -1.51703417e-03 -5.24454553e-04 -9.30885640e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
26,1708577553.574798,"[ 1.44118738e-04 -1.52066907e-03 -5.24454553e-04 -9.31745838e-04
 -1.57001741e+00 -2.48369189e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  7.66990380e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
27,1708577553.7186265,"[ 1.44118738e-04 -1.52378470e-03 -5.23838971e-04 -9.32606036e-04
 -1.57001741e+00 -2.48369189e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57539833e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
28,1708577553.8612688,"[ 1.44118738e-04 -1.52586178e-03 -5.23838971e-04 -9.32606036e-04
 -1.57001741e+00 -2.48369189e-03]","[ 1.80702937e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57539833e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
29,1708577553.9709527,"[ 1.44667035e-04 -1.52897741e-03 -5.23838971e-04 -9.34326432e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
30,1708577554.0860844,"[ 1.44118738e-04 -1.53209304e-03 -5.23838971e-04 -9.34326432e-04
 -1.57001666e+00 -2.48215838e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57539833e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
31,1708577554.191707,"[ 1.44667035e-04 -1.53520867e-03 -5.23223389e-04 -9.36046828e-04
 -1.57001741e+00 -2.48217346e-03]","[ 1.80856335e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57539833e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
32,1708577554.3230484,"[ 1.44118738e-04 -1.53884357e-03 -5.22607806e-04 -9.36046828e-04
 -1.57001741e+00 -2.48369189e-03]","[ 1.80702937e+00  2.60776728e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
33,1708577554.4566922,"[ 1.44118738e-04 -1.54247847e-03 -5.21992224e-04 -9.36907026e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80702937e+00  3.22135948e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57539833e+00 -9.20388475e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
34,1708577554.6030462,"[ 1.44667035e-04 -1.54559410e-03 -5.21376642e-04 -9.37767224e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80702937e+00  3.68155390e-02 -4.90873866e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.58000016e+00 -6.13592332e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
35,1708577554.715659,"[ 1.45215331e-04 -1.54870973e-03 -5.21376642e-04 -9.41208016e-04
 -1.57001590e+00 -2.48366173e-03]","[ 1.80856335e+00  2.45436933e-02 -4.90873866e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -6.13592332e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
36,1708577554.8662171,"[ 1.44667035e-04 -1.55078682e-03 -5.21376642e-04 -9.42068214e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80702937e+00  1.84077695e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.56926239e+00 -6.13592332e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
37,1708577554.9642267,"[ 1.45215331e-04 -1.55390244e-03 -5.21376642e-04 -9.43788610e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80856335e+00  1.84077695e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.56926239e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
38,1708577555.101149,"[ 1.45763628e-04 -1.55597953e-03 -5.20761059e-04 -9.45509006e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80856335e+00  1.84077695e-02 -4.90873866e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.56926239e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
39,1708577555.2166543,"[ 1.45215331e-04 -1.55961443e-03 -5.21376642e-04 -9.46369204e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80856335e+00  1.84077695e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.56926239e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
40,1708577555.3759027,"[ 1.44667035e-04 -1.56376860e-03 -5.20761059e-04 -9.46369204e-04
 -1.57001666e+00 -2.48367681e-03]","[ 1.80702937e+00  1.84077695e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.56926239e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
41,1708577555.6605985,"[ 1.45763628e-04 -1.56688423e-03 -5.20145477e-04 -9.48089600e-04
 -1.57001590e+00 -2.48366173e-03]","[ 1.80702937e+00  3.06796152e-02 -4.75534052e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
42,1708577555.766514,"[ 1.45763628e-04 -1.56948059e-03 -5.20145477e-04 -9.49809996e-04
 -1.57001590e+00 -2.48366173e-03]","[ 1.80702937e+00  3.06796152e-02 -4.90873866e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57386434e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
43,1708577555.89126,"[ 1.45763628e-04 -1.57207695e-03 -5.20145477e-04 -9.50670194e-04
 -1.57001515e+00 -2.48364665e-03]","[ 1.80702937e+00  2.91456357e-02 -4.90873866e-02 -1.44194201e-01
  2.91456357e-02  0.00000000e+00  6.13592332e-03  1.53398083e-03
  3.68155390e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.34116572e-01 -3.39009762e-01]","[ 1.79167928  0.02940236 -0.06640229 -0.15756371  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56947926 -0.0105026   0.41233339 -0.35814456]"
